2448648.691 	57.480 	0.310	#CORAVEL 	0.170
2448913.704 	71.130 	0.470	#CORAVEL 	0.170
2449056.529 	69.860 	0.310	#CORAVEL 	0.170
2449370.493 	54.050 	0.530	#CORAVEL 	0.170
2449394.394 	53.910 	0.450	#CORAVEL 	0.170
2449406.618 	52.960 	0.310	#CORAVEL 	0.170
2449682.570 	66.300 	0.390	#CORAVEL 	0.170
2449759.654 	70.980 	0.330	#CORAVEL 	0.170
2449796.530 	71.740 	0.290	#CORAVEL 	0.170
2458097.384 	71.900 	0.100	#SALT-HRS 	 
2458423.748 	56.088 	0.063	#HERMES 	 
