44373.964	 25.8	2
46857.012	 34.1	2
47192.520	-40.7	2
47231.168	 35.6	2
47232.048	 21.7	2
47233.008	-14.0	2
47234.007	-37.7	2
47234.990	-29.9	2
47236.918	 32.9	2
47242.169	 15.5	2
47264.996	-20.2	2
47581.269	 30.4	2
47582.314	 26.6	2
47603.091	-32.9	2
47613.977	 30.8	2
47612.052	 24.1	2
47612.971	 -8.4	2
47613.942	-38.3	2
47615.117	-30.1	2
47643.904	-40.6	2
47645.051	-21.2	2
47645.956	 13.1	2
47647.047	 34.5	2
47647.955	 17.1	2
47648.993	-21.9	2
47918.060	-29.6	2
47922.175	-21.6	2
47934.384	-32.2	2
48282.184	 31.8	2
48283.131	 26.3	2
48284.179	-10.9	2
48285.190	-39.4	2
48286.115	-32.7	2
48290.186	-12.9	2
48291.137	-39.7	2
57863.729	 25.52	1.080e-02
57867.857	  7.49	1.241e-02
57874.821	 32.86	1.046e-02
