43610.727    -32.0  1.0
43646.656    -34.0  1.0
43902.980   -32.97 0.5
43902.98     -32.78  0.5
43918.945    -32.33 0.5
43918.95     -32.18  0.5
43918.97     -32.38  0.5
43918.973    -32.53 0.5
43942.867    -32.24 0.5
43942.87     -32.37  0.5
43943.89     -32.68  0.5
43943.895    -32.43 0.5
43970.809    -32.50 0.5
43970.81     -32.69  0.5
44011.86     -32.74  0.5
44011.863    -32.52 0.5
44026.75     -33.71  0.5
44026.754    -33.45 0.5
44038.789    -32.44 0.5
44038.79     -32.61  0.5
44085.738    -32.34 0.5
44085.74     -32.34  0.5
44304.88     -32.41  0.5
44304.883    -32.09 0.5
44331.848    -32.18 0.5
44331.85     -32.45  0.5
44352.85     -32.82  0.5
44352.852   -32.56 0.5
44358.656     -31.6  1.0
44382.746    -32.04 0.5
44382.75     -32.22  0.5
44428.711    -32.15 0.5
44607.06     -32.58  0.5
44607.063    -32.51 0.5
44653.826     -31.3  1.0
44751.79      -32.01  0.5
44751.793    -31.70 0.5
44936.117     -32.24 0.5
44936.12      -32.48  0.5
45051.789    -32.14 0.5
45051.79      -32.23  0.5
45053.871    -30.70 0.5
45068.906    -31.46 0.5
45068.91      -31.67  0.5
45105.72      -32.03  0.5
45105.723    -31.88 0.5
45308.7141  -32.100  0.310
45368.000    -32.23 0.5
45441.824     -31.79 0.5
45713.008    -32.10 0.5
45803.801    -31.75 0.5
46161.6598  -31.740  0.260
46558.766    -30.49 0.5
46640.715    -30.20 0.5
46776.7267  -31.220  0.300
46819.6859  -31.050  0.300
46851.926    -30.71 0.5
46869.5462  -31.050  0.290
46885.4783  -31.230  0.280
46885.879    -30.00 0.5
46970.727    -30.49 0.5
47204.6022  -30.950  0.290
47224.039    -30.03 0.5
47226.5503  -30.820  0.280
47275.809    -30.64 0.5
47297.4229  -31.020  0.290
47280.6035  -30.650  0.270
47316.828    -29.59 0.5
47542.6814  -31.020  0.280
47572.5801  -30.720  0.290
47634.918    -30.06    0.5
47652.4466  -30.970  0.290
47914.6457  -30.830  0.280
47996.4402  -30.380  0.280
48014.3615  -30.630  0.280
48300.6424  -30.410  0.290
48651.6311  -30.460  0.270
48694.5254  -30.380  0.280
49057.5626  -30.370  0.300
49392.6036  -30.300  0.290
49446.4447  -30.350  0.290
49487.3790  -30.800  0.290
49752.6723  -30.360  0.300
50072.7213  -30.560  0.290
54932.5227  -29.778  0.042
55200.7760  -30.145  0.044
55217.7089  -30.142  0.044
55234.7581  -30.161  0.045
55264.6125  -30.241  0.045
55284.5719  -30.224  0.045
55337.4042  -30.261  0.045
55576.6552  -30.317  0.045
55614.6589  -30.428  0.045
55630.5571  -30.373  0.045
55638.4479  -30.460  0.045
55651.6136  -30.412  0.044
55652.6103  -30.418  0.044
55652.6129  -30.414  0.044
55654.5281  -30.392  0.044
55659.4505  -30.559  0.044
55659.5041  -30.588  0.044
55660.4539  -30.613  0.044
55934.7395  -30.501  0.045
55951.7397  -30.492  0.045
55960.6376  -30.541  0.045
56017.6012  -30.660  0.044
56041.5107  -30.708  0.045
56322.6139  -30.719  0.045
56326.5564  -30.732  0.045
56326.6081  -30.678  0.045
56331.6590  -30.799  0.045
56352.7096  -30.648  0.046
56393.4814  -30.883  0.045
56453.3975  -30.879  0.046
56676.6585  -31.020  0.045
56676.6653  -31.016  0.045
56676.6680  -31.013  0.045
56677.7290  -30.899  0.045
56752.5351  -31.014  0.044
57035.7455  -31.129  0.046
57130.5340  -31.279  0.044
57160.4186  -31.320  0.045
57352.7400  -31.303  0.046
57448.5467  -31.456  0.046
57491.5416  -31.488  0.044
57810.5295  -31.659  0.045
57810.6048  -31.614  0.045
57840.5217  -31.688  0.044
57849.5724  -31.608  0.044
59716.29987992  -31.46  2.00
