2443906.766  -26.44  0.5
2443906.77  -26.38  0.5
2443906.83  -27.08  0.5
2443906.832  -27.13  0.5
2443918.875  -25.97  0.5
2443918.88  -25.78  0.5
2443942.836  -13.47  0.5
2443942.84  -13.53  0.5
2443943.78  -13.03  0.5
2443943.781  -12.85  0.5
2443970.74  -19.36  0.5
2443970.742  -19.22  0.5
2444011.828  -20.36  0.5
2444011.83  -20.53  0.5
2444026.738  -11.87  0.5
2444026.74  -12.04  0.5
2444038.77  -10.90  0.5
2444038.770  -10.82  0.5
2444178.08  -17.82  0.5
2444178.082  -17.74  0.5
2444185.035  -13.03  0.5
2444185.04  -13.15  0.5
2444191.99  -11.05  0.5
2444191.992  -10.72  0.5
2444198.957  -11.89  0.5
2444198.96  -11.51  0.5
2444219.949  -22.90  0.5
2444219.95  -23.44  0.5
2444304.758  -25.11  0.5
2444304.76  -25.40  0.5
2444319.81  -26.52  0.5
2444319.813  -26.40  0.5
2444331.785  -21.57  0.5
2444331.79  -21.80  0.5
2444352.699  -10.60  0.5
2444352.70  -10.77  0.5
2444382.72  -25.22  0.5
2444382.723  -25.07  0.5
2444428.72  -12.02  0.5
2444428.723  -11.86  0.5
2444435.715  -9.03  0.5
2444485.68  -24.92  0.5
2444485.680  -24.74  0.5
2444499.039  -17.96  0.5
2444499.04  -18.11  0.5
2444500.035  -17.42  0.5
2444500.04  -17.62  0.5
2444605.957  -12.30  0.5
2444605.96  -12.73  0.5
2444607.02  -13.15  0.5
2444607.023  -13.15  0.5
2444607.96  -13.58  0.5
2444607.965  -14.00  0.5
2444640.86  -26.95  0.5
2444640.863  -26.63  0.5
2444668.81  -12.93  0.5
2444668.813  -12.66  0.5
2444669.02  -13.46  0.5
2444669.020  -13.18  0.5
2444676.828  -9.63  0.5
2444676.83  -9.82  0.5
2444683.84  -11.66  0.5
2444683.844  -11.43  0.5
2444712.758  -27.19  0.5
2444712.76  -27.29  0.5
2444713.73  -27.32  0.5
2444713.730  -27.10  0.5
2444751.766  -11.89  0.5
2444751.77  -12.12  0.5
2444781.73  -22.78  0.5
2444781.730  -22.68  0.5
2444799.71  -26.77  0.5
2444799.715  -26.64  0.5
2444936.105  -17.79  0.5
2444936.11  -17.97  0.5
2445051.777  -23.53  0.5
2445051.78  -23.59  0.5
2445068.77  -14.31  0.5
2445068.770  -14.17  0.5
2445083.777  -10.23  0.5
2445083.78  -10.35  0.5
2445441.809  -27.92  0.5
2445452.711  -23.61  0.5
2445474.707  -12.71  0.5
2445499.742  -15.94  0.5
2445501.730  -19.04  0.5
2445524.766  -26.99  0.5
2445534.734  -24.18  0.5
2445583.969  -21.25  0.5
2445597.645  -26.42  0.5
2445598.035  -26.16  0.5
2445608.055  -26.02  0.5
2445613.047  -25.23  0.5
2445619.066  -22.10  0.5
2445667.977  -22.72  0.5
2445752.887  -25.43  0.5
2445803.742  -10.78  0.5
2445852.766  -26.23  0.5
2446040.863  -12.57  0.5
2446335.063  -25.98  0.5
2446558.750  -25.02  0.5
2446720.996  -25.57  0.5
2446851.816  -9.67  0.5
2447087.070  -11.92  0.5
2447275.684  -20.51  0.5
2459626.51926182   5.543  2.931
2459662.48772683  19.964  2.947
2459663.38814828  20.781  0.184
